SupplierID,SupplierName,Industry,Region,Country,ForecastMethod,Year,YearStatus,ActualEmissions_tCO2e,ForecastEmissions_tCO2e,BaselineEmissions_tCO2e,NetZeroPathway_tCO2e,ReductionVs2025_tCO2e,ReductionVs2025Pct,DefaultScenarioLabel
SUP-001,Atlas Mining Co.,Mining,APAC,Australia,Supplier Target,2029,Forecast,,20112.5,30527.8,,7537.5,0.2726,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-001,Atlas Mining Co.,Mining,APAC,Australia,Supplier Target,2030,Forecast,,18011.4,30527.8,18011.4,9638.6,0.3486,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-001,Atlas Mining Co.,Mining,APAC,Australia,Supplier Target,2031,Forecast,,17453.1,30527.8,17110.9,10196.9,0.3688,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-001,Atlas Mining Co.,Mining,APAC,Australia,Supplier Target,2032,Forecast,,16865.2,30527.8,16210.3,10784.8,0.39,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-001,Atlas Mining Co.,Mining,APAC,Australia,Supplier Target,2033,Forecast,,16246.8,30527.8,15309.7,11403.2,0.4124,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-001,Atlas Mining Co.,Mining,APAC,Australia,Supplier Target,2034,Forecast,,15596.9,30527.8,14409.1,12053.1,0.4359,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-001,Atlas Mining Co.,Mining,APAC,Australia,Supplier Target,2035,Forecast,,14914.5,30527.8,13508.6,12735.5,0.4606,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-001,Atlas Mining Co.,Mining,APAC,Australia,Supplier Target,2036,Forecast,,14198.7,30527.8,12608.0,13451.3,0.4865,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-001,Atlas Mining Co.,Mining,APAC,Australia,Supplier Target,2037,Forecast,,13448.2,30527.8,11707.4,14201.8,0.5136,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-001,Atlas Mining Co.,Mining,APAC,Australia,Supplier Target,2038,Forecast,,12662.0,30527.8,10806.9,14988.0,0.5421,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-001,Atlas Mining Co.,Mining,APAC,Australia,Supplier Target,2039,Forecast,,11838.9,30527.8,9906.3,15811.1,0.5718,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-001,Atlas Mining Co.,Mining,APAC,Australia,Supplier Target,2040,Forecast,,10977.9,30527.8,9005.7,16672.1,0.603,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-001,Atlas Mining Co.,Mining,APAC,Australia,Supplier Target,2041,Forecast,,10077.7,30527.8,8105.1,17572.3,0.6355,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-001,Atlas Mining Co.,Mining,APAC,Australia,Supplier Target,2042,Forecast,,9137.1,30527.8,7204.6,18512.9,0.6695,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-001,Atlas Mining Co.,Mining,APAC,Australia,Supplier Target,2043,Forecast,,8154.9,30527.8,6304.0,19495.1,0.7051,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-001,Atlas Mining Co.,Mining,APAC,Australia,Supplier Target,2044,Forecast,,7129.7,30527.8,5403.4,20520.3,0.7421,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-001,Atlas Mining Co.,Mining,APAC,Australia,Supplier Target,2045,Forecast,,6060.3,30527.8,4502.9,21589.7,0.7808,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-001,Atlas Mining Co.,Mining,APAC,Australia,Supplier Target,2046,Forecast,,4945.2,30527.8,3602.3,22704.8,0.8212,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-001,Atlas Mining Co.,Mining,APAC,Australia,Supplier Target,2047,Forecast,,3783.1,30527.8,2701.7,23866.9,0.8632,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-001,Atlas Mining Co.,Mining,APAC,Australia,Supplier Target,2048,Forecast,,2572.5,30527.8,1801.1,25077.5,0.907,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-001,Atlas Mining Co.,Mining,APAC,Australia,Supplier Target,2049,Forecast,,1312.0,30527.8,900.6,26338.0,0.9526,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-001,Atlas Mining Co.,Mining,APAC,Australia,Supplier Target,2050,Forecast,,0,30527.8,0.0,27650.0,1.0,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2018,Actual,24634.4,,,,-3434.4,-0.162,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2019,Actual,24104.4,,,,-2904.4,-0.137,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2020,Actual,23595.6,,,,-2395.6,-0.113,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2021,Actual,23086.8,,,,-1886.8,-0.089,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2022,Actual,22747.6,,,,-1547.6,-0.073,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2023,Actual,22069.2,,,,-869.2,-0.041,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2024,Actual,21539.2,,,,-339.2,-0.016,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2025,Actual,21200.0,,23406.5,,0.0,0.0,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2026,Forecast,,19937.3,23406.5,,1262.7,0.0596,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2027,Forecast,,18615.7,23406.5,,2584.3,0.1219,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2028,Forecast,,17233.2,23406.5,,3966.8,0.1871,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2029,Forecast,,15787.9,23406.5,,5412.1,0.2553,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2030,Forecast,,14278.0,23406.5,14278.0,6922.0,0.3265,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2031,Forecast,,13835.4,23406.5,13564.1,7364.6,0.3474,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2032,Forecast,,13369.3,23406.5,12850.2,7830.7,0.3694,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2033,Forecast,,12879.1,23406.5,12136.3,8320.9,0.3925,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2034,Forecast,,12363.9,23406.5,11422.4,8836.1,0.4168,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2035,Forecast,,11823.0,23406.5,10708.5,9377.0,0.4423,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2036,Forecast,,11255.5,23406.5,9994.6,9944.5,0.4691,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2037,Forecast,,10660.6,23406.5,9280.7,10539.4,0.4971,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2038,Forecast,,10037.4,23406.5,8566.8,11162.6,0.5265,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2039,Forecast,,9384.9,23406.5,7852.9,11815.1,0.5573,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2040,Forecast,,8702.4,23406.5,7139.0,12497.6,0.5895,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2041,Forecast,,7988.8,23406.5,6425.1,13211.2,0.6232,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2042,Forecast,,7243.2,23406.5,5711.2,13956.8,0.6583,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2043,Forecast,,6464.5,23406.5,4997.3,14735.5,0.6951,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2044,Forecast,,5651.8,23406.5,4283.4,15548.2,0.7334,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2045,Forecast,,4804.1,23406.5,3569.5,16395.9,0.7734,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2046,Forecast,,3920.1,23406.5,2855.6,17279.9,0.8151,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2047,Forecast,,2998.9,23406.5,2141.7,18201.1,0.8585,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2048,Forecast,,2039.2,23406.5,1427.8,19160.8,0.9038,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2049,Forecast,,1040.0,23406.5,713.9,20160.0,0.9509,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-002,Northern Ore Partners,Mining,EMEA,Sweden,Supplier Target,2050,Forecast,,0,23406.5,0.0,21200.0,1.0,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2018,Actual,21380.8,,,,-2980.8,-0.162,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2019,Actual,20920.8,,,,-2520.8,-0.137,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2020,Actual,20479.2,,,,-2079.2,-0.113,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2021,Actual,20037.6,,,,-1637.6,-0.089,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2022,Actual,19743.2,,,,-1343.2,-0.073,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2023,Actual,19154.4,,,,-754.4,-0.041,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2024,Actual,18694.4,,,,-294.4,-0.016,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2025,Actual,18400.0,,20315.1,,0.0,0.0,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2026,Forecast,,17566.8,20315.1,,833.2,0.0453,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2027,Forecast,,16693.0,20315.1,,1707.0,0.0928,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2028,Forecast,,15777.2,20315.1,,2622.8,0.1425,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2029,Forecast,,14818.1,20315.1,,3581.9,0.1947,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2030,Forecast,,13814.3,20315.1,13814.3,4585.7,0.2492,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2031,Forecast,,13386.0,20315.1,13123.5,5014.0,0.2725,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2032,Forecast,,12935.1,20315.1,12432.8,5464.9,0.297,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2033,Forecast,,12460.8,20315.1,11742.1,5939.2,0.3228,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2034,Forecast,,11962.4,20315.1,11051.4,6437.6,0.3499,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2035,Forecast,,11439.0,20315.1,10360.7,6961.0,0.3783,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2036,Forecast,,10890.0,20315.1,9670.0,7510.0,0.4082,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2037,Forecast,,10314.4,20315.1,8979.3,8085.6,0.4394,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2038,Forecast,,9711.4,20315.1,8288.6,8688.6,0.4722,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2039,Forecast,,9080.1,20315.1,7597.8,9319.9,0.5065,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2040,Forecast,,8419.8,20315.1,6907.1,9980.2,0.5424,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2041,Forecast,,7729.3,20315.1,6216.4,10670.7,0.5799,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2042,Forecast,,7007.9,20315.1,5525.7,11392.1,0.6191,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2043,Forecast,,6254.6,20315.1,4835.0,12145.4,0.6601,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2044,Forecast,,5468.3,20315.1,4144.3,12931.7,0.7028,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2045,Forecast,,4648.0,20315.1,3453.6,13752.0,0.7474,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2046,Forecast,,3792.8,20315.1,2762.9,14607.2,0.7939,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2047,Forecast,,2901.5,20315.1,2072.1,15498.5,0.8423,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2048,Forecast,,1973.0,20315.1,1381.4,16427.0,0.8928,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2049,Forecast,,1006.2,20315.1,690.7,17393.8,0.9453,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-003,Sierra Minerals,Mining,AMER,Chile,Expert Judgement,2050,Forecast,,0,20315.1,0.0,18400.0,1.0,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2018,Actual,17488.1,,,,-2438.1,-0.162,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2019,Actual,17111.8,,,,-2061.8,-0.137,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2020,Actual,16750.7,,,,-1700.7,-0.113,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2021,Actual,16389.5,,,,-1339.5,-0.089,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2022,Actual,16148.6,,,,-1098.6,-0.073,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2023,Actual,15667.0,,,,-617.0,-0.041,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2024,Actual,15290.8,,,,-240.8,-0.016,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2025,Actual,15050.0,,16616.4,,0.0,0.0,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2026,Forecast,,14030.8,16616.4,,1019.2,0.0677,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2027,Forecast,,12964.8,16616.4,,2085.2,0.1385,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2028,Forecast,,11850.6,16616.4,,3199.4,0.2126,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2029,Forecast,,10686.6,16616.4,,4363.4,0.2899,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2030,Forecast,,9471.4,16616.4,9471.4,5578.6,0.3707,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2031,Forecast,,9177.7,16616.4,8997.8,5872.3,0.3902,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2032,Forecast,,8868.6,16616.4,8524.2,6181.4,0.4107,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2033,Forecast,,8543.4,16616.4,8050.7,6506.6,0.4323,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2034,Forecast,,8201.7,16616.4,7577.1,6848.3,0.455,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2035,Forecast,,7842.9,16616.4,7103.5,7207.1,0.4789,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2036,Forecast,,7466.4,16616.4,6630.0,7583.6,0.5039,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2037,Forecast,,7071.7,16616.4,6156.4,7978.3,0.5301,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2038,Forecast,,6658.3,16616.4,5682.8,8391.7,0.5576,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2039,Forecast,,6225.5,16616.4,5209.2,8824.5,0.5863,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2040,Forecast,,5772.8,16616.4,4735.7,9277.2,0.6164,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2041,Forecast,,5299.4,16616.4,4262.1,9750.6,0.6479,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2042,Forecast,,4804.8,16616.4,3788.5,10245.2,0.6807,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2043,Forecast,,4288.3,16616.4,3315.0,10761.7,0.7151,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2044,Forecast,,3749.2,16616.4,2841.4,11300.8,0.7509,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2045,Forecast,,3186.8,16616.4,2367.8,11863.2,0.7883,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2046,Forecast,,2600.4,16616.4,1894.3,12449.6,0.8272,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2047,Forecast,,1989.3,16616.4,1420.7,13060.7,0.8678,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2048,Forecast,,1352.7,16616.4,947.1,13697.3,0.9101,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2049,Forecast,,689.9,16616.4,473.6,14360.1,0.9542,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-004,Green Ridge Mining,Mining,APAC,Indonesia,Supplier Target,2050,Forecast,,0,16616.4,0.0,15050.0,1.0,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-005,BlueRock Aggregates,Mining,AMER,Canada,Expert Judgement,2018,Actual,13944.0,,,,-1944.0,-0.162,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-005,BlueRock Aggregates,Mining,AMER,Canada,Expert Judgement,2019,Actual,13644.0,,,,-1644.0,-0.137,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-005,BlueRock Aggregates,Mining,AMER,Canada,Expert Judgement,2020,Actual,13356.0,,,,-1356.0,-0.113,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-005,BlueRock Aggregates,Mining,AMER,Canada,Expert Judgement,2021,Actual,13068.0,,,,-1068.0,-0.089,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-005,BlueRock Aggregates,Mining,AMER,Canada,Expert Judgement,2022,Actual,12876.0,,,,-876.0,-0.073,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-005,BlueRock Aggregates,Mining,AMER,Canada,Expert Judgement,2023,Actual,12492.0,,,,-492.0,-0.041,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-005,BlueRock Aggregates,Mining,AMER,Canada,Expert Judgement,2024,Actual,12192.0,,,,-192.0,-0.016,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-005,BlueRock Aggregates,Mining,AMER,Canada,Expert Judgement,2025,Actual,12000.0,,13249.0,,0.0,0.0,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-005,BlueRock Aggregates,Mining,AMER,Canada,Expert Judgement,2026,Forecast,,11505.6,13249.0,,494.4,0.0412,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-005,BlueRock Aggregates,Mining,AMER,Canada,Expert Judgement,2027,Forecast,,10986.6,13249.0,,1013.4,0.0844,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-005,BlueRock Aggregates,Mining,AMER,Canada,Expert Judgement,2028,Forecast,,10442.3,13249.0,,1557.7,0.1298,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-005,BlueRock Aggregates,Mining,AMER,Canada,Expert Judgement,2029,Forecast,,9871.8,13249.0,,2128.2,0.1774,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-005,BlueRock Aggregates,Mining,AMER,Canada,Expert Judgement,2030,Forecast,,9274.3,13249.0,9274.3,2725.7,0.2271,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-005,BlueRock Aggregates,Mining,AMER,Canada,Expert Judgement,2031,Forecast,,8986.8,13249.0,8810.6,3013.2,0.2511,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-005,BlueRock Aggregates,Mining,AMER,Canada,Expert Judgement,2032,Forecast,,8684.1,13249.0,8346.9,3315.9,0.2763,FY2030_Add5_Expert3_Growth2_NZ2050
SUP-005,BlueRock Aggregates,Mining,AMER,Canada,Expert Judgement,2033,Forecast,,8365.6,13249.0,7883.1,3634.4,0.3029,FY2030_Add5_Expert3_Growth2_NZ2050
